２０地割,,,1,名詞,固有名詞,地域,一般,*,*,２０地割,ニジュウノ,ニジュウノ
３０地割,,,1,名詞,固有名詞,地域,一般,*,*,３０地割,サンジュウノ,サンジュウノ
４０地割,,,1,名詞,固有名詞,地域,一般,*,*,４０地割,シジュウノ,シジュウノ
５０地割,,,1,名詞,固有名詞,地域,一般,*,*,５０地割,ゴジュウノ,ゴジュウノ
６０地割,,,1,名詞,固有名詞,地域,一般,*,*,６０地割,ロクジュウノ,ロクジュウノ
７０地割,,,1,名詞,固有名詞,地域,一般,*,*,７０地割,ナナジュウノ,ナナジュウノ
８０地割,,,1,名詞,固有名詞,地域,一般,*,*,８０地割,ハチジュウノ,ハチジュウノ
９０地割,,,1,名詞,固有名詞,地域,一般,*,*,９０地割,クジュウノ,クジュウノ
一地割,,,1,名詞,固有名詞,地域,一般,*,*,一地割,イチノ,イチノ
二地割,,,1,名詞,固有名詞,地域,一般,*,*,二地割,ニノ,ニノ
ニ地割,,,1,名詞,固有名詞,地域,一般,*,*,ニ地割,ニノ,二地割
三地割,,,1,名詞,固有名詞,地域,一般,*,*,三地割,サンノ,サンノ
四地割,,,1,名詞,固有名詞,地域,一般,*,*,四地割,シノ,シノ
五地割,,,1,名詞,固有名詞,地域,一般,*,*,五地割,ゴノ,ゴノ
六地割,,,1,名詞,固有名詞,地域,一般,*,*,六地割,ロクノ,ロクノ
七地割,,,1,名詞,固有名詞,地域,一般,*,*,七地割,ナナノ,ナナノ
八地割,,,1,名詞,固有名詞,地域,一般,*,*,八地割,ハチノ,ハチノ
九地割,,,1,名詞,固有名詞,地域,一般,*,*,九地割,クノ,クノ
十地割,,,1,名詞,固有名詞,地域,一般,*,*,十地割,ジュウノ,ジュウノ
丁目,,,1,名詞,固有名詞,地域,一般,*,*,丁目,ノ,ノ
番地,,,1,名詞,固有名詞,地域,一般,*,*,番地,ノ,ノ
番池,,,1,名詞,固有名詞,地域,一般,*,*,番池,ノ,番地
地割,,,1,名詞,固有名詞,地域,一般,*,*,地割,ノ,ノ
新琴似１ー,,,180,名詞,一般,*,*,*,*,新琴似１ー,シンコトニイチジョウ,新琴似一条
新琴似２ー,,,180,名詞,一般,*,*,*,*,新琴似２ー,シンコトニニジョウ,新琴似二条
新琴似３ー,,,180,名詞,一般,*,*,*,*,新琴似３ー,シンコトニサンジョウ,新琴似三条
新琴似４ー,,,180,名詞,一般,*,*,*,*,新琴似４ー,シンコトニシジョウ,新琴似四条
新琴似５ー,,,180,名詞,一般,*,*,*,*,新琴似５ー,シンコトニゴジョウ,新琴似五条
新琴似６ー,,,180,名詞,一般,*,*,*,*,新琴似６ー,シンコトニロクジョウ,新琴似六条
新琴似７ー,,,180,名詞,一般,*,*,*,*,新琴似７ー,シンコトニナナジョウ,新琴似七条
新琴似８ー,,,180,名詞,一般,*,*,*,*,新琴似８ー,シンコトニハチジョウ,新琴似八条
新琴似９ー,,,180,名詞,一般,*,*,*,*,新琴似９ー,シンコトニクジョウ,新琴似九条
新琴似１０ー,,,180,名詞,一般,*,*,*,*,新琴似１０ー,シンコトニジュウジョウ,新琴似十条
新琴似１１ー,,,180,名詞,一般,*,*,*,*,新琴似１１ー,シンコトニジュウイチジョウ,新琴似十一条
新琴似１２ー,,,180,名詞,一般,*,*,*,*,新琴似１２ー,シンコトニジュウニジョウ,新琴似十二条
新琴似１３ー,,,180,名詞,一般,*,*,*,*,新琴似１３ー,シンコトニジュウサンジョウ,新琴似十三条
新琴似１４ー,,,180,名詞,一般,*,*,*,*,新琴似１４ー,シンコトニジュウシジョウ,新琴似十四条
新琴似１５ー,,,180,名詞,一般,*,*,*,*,新琴似１５ー,シンコトニジュウゴジョウ,新琴似十五条
あいの里１ー,,,180,名詞,一般,*,*,*,*,あいの里１ー,アイノサトイチジョウ,あいの里一条
あいの里２ー,,,180,名詞,一般,*,*,*,*,あいの里２ー,アイノサトニジョウ,あいの里二条
あいの里３ー,,,180,名詞,一般,*,*,*,*,あいの里３ー,アイノサトサンジョウ,あいの里三条
あいの里４ー,,,180,名詞,一般,*,*,*,*,あいの里４ー,アイノサトシジョウ,あいの里四条
あいの里５ー,,,180,名詞,一般,*,*,*,*,あいの里５ー,アイノサトゴジョウ,あいの里五条
あいの里６ー,,,180,名詞,一般,*,*,*,*,あいの里６ー,アイノサトロクジョウ,あいの里六条
上野幌１ー,,,180,名詞,一般,*,*,*,*,上野幌１ー,カミノッポロイチジョウ,上野幌一条
上野幌２ー,,,180,名詞,一般,*,*,*,*,上野幌２ー,カミノッポロニジョウ,上野幌二条
上野幌３ー,,,180,名詞,一般,*,*,*,*,上野幌３ー,カミノッポロサンジョウ,上野幌三条
中央１ー,,,180,名詞,一般,*,*,*,*,中央１ー,チュウオウイチジョウ,中央一条
中央２ー,,,180,名詞,一般,*,*,*,*,中央２ー,チュウオウニジョウ,中央二条
中央３ー,,,180,名詞,一般,*,*,*,*,中央３ー,チュウオウサンジョウ,中央三条
北丘珠１ー,,,180,名詞,一般,*,*,*,*,北丘珠１ー,キタオカダマイチジョウ,北丘珠一条
北丘珠２ー,,,180,名詞,一般,*,*,*,*,北丘珠２ー,キタオカダマニジョウ,北丘珠二条
北丘珠３ー,,,180,名詞,一般,*,*,*,*,北丘珠３ー,キタオカダマサンジョウ,北丘珠三条
北丘珠４ー,,,180,名詞,一般,*,*,*,*,北丘珠４ー,キタオカダマシジョウ,北丘珠四条
北丘珠５ー,,,180,名詞,一般,*,*,*,*,北丘珠５ー,キタオカダマゴジョウ,北丘珠五条
北郷１ー,,,180,名詞,一般,*,*,*,*,北郷１ー,キタゴウイチジョウ,北郷一条
北郷２ー,,,180,名詞,一般,*,*,*,*,北郷２ー,キタゴウニジョウ,北郷二条
北郷３ー,,,180,名詞,一般,*,*,*,*,北郷３ー,キタゴウサンジョウ,北郷三条
北郷４ー,,,180,名詞,一般,*,*,*,*,北郷４ー,キタゴウシジョウ,北郷四条
北郷５ー,,,180,名詞,一般,*,*,*,*,北郷５ー,キタゴウゴジョウ,北郷五条
北郷６ー,,,180,名詞,一般,*,*,*,*,北郷６ー,キタゴウロクジョウ,北郷六条
北郷７ー,,,180,名詞,一般,*,*,*,*,北郷７ー,キタゴウナナジョウ,北郷七条
北郷８ー,,,180,名詞,一般,*,*,*,*,北郷８ー,キタゴウハチジョウ,北郷八条
北郷９ー,,,180,名詞,一般,*,*,*,*,北郷９ー,キタゴウクジョウ,北郷九条
北野１ー,,,180,名詞,一般,*,*,*,*,北野１ー,キタノイチジョウ,北野一条
北野２ー,,,180,名詞,一般,*,*,*,*,北野２ー,キタノニジョウ,北野二条
北野３ー,,,180,名詞,一般,*,*,*,*,北野３ー,キタノサンジョウ,北野三条
北野４ー,,,180,名詞,一般,*,*,*,*,北野４ー,キタノシジョウ,北野四条
北野５ー,,,180,名詞,一般,*,*,*,*,北野５ー,キタノゴジョウ,北野五条
北野６ー,,,180,名詞,一般,*,*,*,*,北野６ー,キタノロクジョウ,北野六条
北野７ー,,,180,名詞,一般,*,*,*,*,北野７ー,キタノナナジョウ,北野七条
北野８ー,,,180,名詞,一般,*,*,*,*,北野８ー,キタノハチジョウ,北野八条
北野９ー,,,180,名詞,一般,*,*,*,*,北野９ー,キタノクジョウ,北野九条
南沢１ー,,,180,名詞,一般,*,*,*,*,南沢１ー,ミナミサワイチジョウ,南沢一条
南沢２ー,,,180,名詞,一般,*,*,*,*,南沢２ー,ミナミサワニジョウ,南沢二条
南沢３ー,,,180,名詞,一般,*,*,*,*,南沢３ー,ミナミサワサンジョウ,南沢三条
南沢４ー,,,180,名詞,一般,*,*,*,*,南沢４ー,ミナミサワシジョウ,南沢四条
南沢５ー,,,180,名詞,一般,*,*,*,*,南沢５ー,ミナミサワゴジョウ,南沢五条
南沢６ー,,,180,名詞,一般,*,*,*,*,南沢６ー,ミナミサワロクジョウ,南沢六条
南沢７ー,,,180,名詞,一般,*,*,*,*,南沢７ー,ミナミサワナナジョウ,南沢七条
南沢８ー,,,180,名詞,一般,*,*,*,*,南沢８ー,ミナミサワハチジョウ,南沢八条
南沢９ー,,,180,名詞,一般,*,*,*,*,南沢９ー,ミナミサワクジョウ,南沢九条
厚別中央１ー,,,180,名詞,一般,*,*,*,*,厚別中央１ー,アツベツチュウオウイチジョウ,厚別中央一条
厚別中央２ー,,,180,名詞,一般,*,*,*,*,厚別中央２ー,アツベツチュウオウニジョウ,厚別中央二条
厚別中央３ー,,,180,名詞,一般,*,*,*,*,厚別中央３ー,アツベツチュウオウサンジョウ,厚別中央三条
厚別中央４ー,,,180,名詞,一般,*,*,*,*,厚別中央４ー,アツベツチュウオウシジョウ,厚別中央四条
厚別中央５ー,,,180,名詞,一般,*,*,*,*,厚別中央５ー,アツベツチュウオウゴジョウ,厚別中央五条
厚別中央６ー,,,180,名詞,一般,*,*,*,*,厚別中央６ー,アツベツチュウオウロクジョウ,厚別中央六条
厚別中央７ー,,,180,名詞,一般,*,*,*,*,厚別中央７ー,アツベツチュウオウナナジョウ,厚別中央七条
厚別中央８ー,,,180,名詞,一般,*,*,*,*,厚別中央８ー,アツベツチュウオウハチジョウ,厚別中央八条
厚別中央９ー,,,180,名詞,一般,*,*,*,*,厚別中央９ー,アツベツチュウオウクジョウ,厚別中央九条
厚別北１ー,,,180,名詞,一般,*,*,*,*,厚別北１ー,アツベツキタイチジョウ,厚別北一条
厚別北２ー,,,180,名詞,一般,*,*,*,*,厚別北２ー,アツベツキタニジョウ,厚別北二条
厚別北３ー,,,180,名詞,一般,*,*,*,*,厚別北３ー,アツベツキタサンジョウ,厚別北三条
厚別北４ー,,,180,名詞,一般,*,*,*,*,厚別北４ー,アツベツキタシジョウ,厚別北四条
厚別北５ー,,,180,名詞,一般,*,*,*,*,厚別北５ー,アツベツキタゴジョウ,厚別北五条
厚別北６ー,,,180,名詞,一般,*,*,*,*,厚別北６ー,アツベツキタロクジョウ,厚別北六条
厚別北７ー,,,180,名詞,一般,*,*,*,*,厚別北７ー,アツベツキタナナジョウ,厚別北七条
厚別北８ー,,,180,名詞,一般,*,*,*,*,厚別北８ー,アツベツキタハチジョウ,厚別北八条
厚別北９ー,,,180,名詞,一般,*,*,*,*,厚別北９ー,アツベツキタクジョウ,厚別北九条
厚別東１ー,,,180,名詞,一般,*,*,*,*,厚別東１ー,アツベツヒガシイチジョウ,厚別東一条
厚別東２ー,,,180,名詞,一般,*,*,*,*,厚別東２ー,アツベツヒガシニジョウ,厚別東二条
厚別東３ー,,,180,名詞,一般,*,*,*,*,厚別東３ー,アツベツヒガシサンジョウ,厚別東三条
厚別東４ー,,,180,名詞,一般,*,*,*,*,厚別東４ー,アツベツヒガシシジョウ,厚別東四条
厚別東５ー,,,180,名詞,一般,*,*,*,*,厚別東５ー,アツベツヒガシゴジョウ,厚別東五条
厚別東６ー,,,180,名詞,一般,*,*,*,*,厚別東６ー,アツベツヒガシロクジョウ,厚別東六条
厚別東７ー,,,180,名詞,一般,*,*,*,*,厚別東７ー,アツベツヒガシナナジョウ,厚別東七条
厚別東８ー,,,180,名詞,一般,*,*,*,*,厚別東８ー,アツベツヒガシハチジョウ,厚別東八条
厚別東９ー,,,180,名詞,一般,*,*,*,*,厚別東９ー,アツベツヒガシクジョウ,厚別東九条
厚別西１ー,,,180,名詞,一般,*,*,*,*,厚別西１ー,アツベツニシイチジョウ,厚別西一条
厚別西２ー,,,180,名詞,一般,*,*,*,*,厚別西２ー,アツベツニシニジョウ,厚別西二条
厚別西３ー,,,180,名詞,一般,*,*,*,*,厚別西３ー,アツベツニシサンジョウ,厚別西三条
厚別西４ー,,,180,名詞,一般,*,*,*,*,厚別西４ー,アツベツニシシジョウ,厚別西四条
厚別西５ー,,,180,名詞,一般,*,*,*,*,厚別西５ー,アツベツニシゴジョウ,厚別西五条
厚別西６ー,,,180,名詞,一般,*,*,*,*,厚別西６ー,アツベツニシロクジョウ,厚別西六条
厚別西７ー,,,180,名詞,一般,*,*,*,*,厚別西７ー,アツベツニシナナジョウ,厚別西七条
厚別西８ー,,,180,名詞,一般,*,*,*,*,厚別西８ー,アツベツニシハチジョウ,厚別西八条
厚別西９ー,,,180,名詞,一般,*,*,*,*,厚別西９ー,アツベツニシクジョウ,厚別西九条
太平１ー,,,180,名詞,一般,*,*,*,*,太平１ー,オウヒライチジョウ,太平一条
太平２ー,,,180,名詞,一般,*,*,*,*,太平２ー,オウヒラニジョウ,太平二条
太平３ー,,,180,名詞,一般,*,*,*,*,太平３ー,オウヒラサンジョウ,太平三条
太平４ー,,,180,名詞,一般,*,*,*,*,太平４ー,オウヒラシジョウ,太平四条
太平５ー,,,180,名詞,一般,*,*,*,*,太平５ー,オウヒラゴジョウ,太平五条
太平６ー,,,180,名詞,一般,*,*,*,*,太平６ー,オウヒラロクジョウ,太平六条
太平７ー,,,180,名詞,一般,*,*,*,*,太平７ー,オウヒラナナジョウ,太平七条
太平８ー,,,180,名詞,一般,*,*,*,*,太平８ー,オウヒラハチジョウ,太平八条
太平９ー,,,180,名詞,一般,*,*,*,*,太平９ー,オウヒラクジョウ,太平九条
太平１０ー,,,180,名詞,一般,*,*,*,*,太平１０ー,オウヒラジュウジョウ,太平十条
屯田１ー,,,180,名詞,一般,*,*,*,*,屯田１ー,トンデンイチジョウ,屯田一条
屯田２ー,,,180,名詞,一般,*,*,*,*,屯田２ー,トンデンニジョウ,屯田二条
屯田３ー,,,180,名詞,一般,*,*,*,*,屯田３ー,トンデンサンジョウ,屯田三条
屯田４ー,,,180,名詞,一般,*,*,*,*,屯田４ー,トンデンシジョウ,屯田四条
屯田５ー,,,180,名詞,一般,*,*,*,*,屯田５ー,トンデンゴジョウ,屯田五条
屯田６ー,,,180,名詞,一般,*,*,*,*,屯田６ー,トンデンロクジョウ,屯田六条
屯田７ー,,,180,名詞,一般,*,*,*,*,屯田７ー,トンデンナナジョウ,屯田七条
屯田８ー,,,180,名詞,一般,*,*,*,*,屯田８ー,トンデンハチジョウ,屯田八条
屯田９ー,,,180,名詞,一般,*,*,*,*,屯田９ー,トンデンクジョウ,屯田九条
屯田１０ー,,,180,名詞,一般,*,*,*,*,屯田１０ー,トンデンジュウジョウ,屯田十条
屯田１１ー,,,180,名詞,一般,*,*,*,*,屯田１１ー,トンデンジュウイチジョウ,屯田十一条
屯田１２ー,,,180,名詞,一般,*,*,*,*,屯田１２ー,トンデンジュウニジョウ,屯田十二条
屯田１３ー,,,180,名詞,一般,*,*,*,*,屯田１３ー,トンデンジュウサンジョウ,屯田十三条
川下１ー,,,180,名詞,一般,*,*,*,*,川下１ー,カワシモイチジョウ,川下一条
川下２ー,,,180,名詞,一般,*,*,*,*,川下２ー,カワシモニジョウ,川下二条
川下３ー,,,180,名詞,一般,*,*,*,*,川下３ー,カワシモサンジョウ,川下三条
川下４ー,,,180,名詞,一般,*,*,*,*,川下４ー,カワシモシジョウ,川下四条
川下５ー,,,180,名詞,一般,*,*,*,*,川下５ー,カワシモゴジョウ,川下五条
川下６ー,,,180,名詞,一般,*,*,*,*,川下６ー,カワシモロクジョウ,川下六条
川下７ー,,,180,名詞,一般,*,*,*,*,川下７ー,カワシモナナジョウ,川下七条
川下８ー,,,180,名詞,一般,*,*,*,*,川下８ー,カワシモハチジョウ,川下八条
川下９ー,,,180,名詞,一般,*,*,*,*,川下９ー,カワシモクジョウ,川下九条
川下１０ー,,,180,名詞,一般,*,*,*,*,川下１０ー,カワシモジュウジョウ,川下十条
川下１１ー,,,180,名詞,一般,*,*,*,*,川下１１ー,カワシモジュウイチジョウ,川下十一条
川下１２ー,,,180,名詞,一般,*,*,*,*,川下１２ー,カワシモジュウニジョウ,川下十二条
川下１３ー,,,180,名詞,一般,*,*,*,*,川下１３ー,カワシモジュウサンジョウ,川下十三条
川下１４ー,,,180,名詞,一般,*,*,*,*,川下１４ー,カワシモジュウシジョウ,川下十四条
川下１５ー,,,180,名詞,一般,*,*,*,*,川下１５ー,カワシモジュウゴジョウ,川下十五条
川下１６ー,,,180,名詞,一般,*,*,*,*,川下１６ー,カワシモジュウロクジョウ,川下十六条
川下１７ー,,,180,名詞,一般,*,*,*,*,川下１７ー,カワシモジュウナナジョウ,川下十七条
川下１８ー,,,180,名詞,一般,*,*,*,*,川下１８ー,カワシモジュウハチジョウ,川下十八条
川下１９ー,,,180,名詞,一般,*,*,*,*,川下１９ー,カワシモジュウクジョウ,川下十九条
川下２０ー,,,180,名詞,一般,*,*,*,*,川下２０ー,カワシモニジュウジョウ,川下二十条
川北１ー,,,180,名詞,一般,*,*,*,*,川北１ー,カワキタイチジョウ,川北一条
川北２ー,,,180,名詞,一般,*,*,*,*,川北２ー,カワキタニジョウ,川北二条
川北３ー,,,180,名詞,一般,*,*,*,*,川北３ー,カワキタサンジョウ,川北三条
川北４ー,,,180,名詞,一般,*,*,*,*,川北４ー,カワキタシジョウ,川北四条
川北５ー,,,180,名詞,一般,*,*,*,*,川北５ー,カワキタゴジョウ,川北五条
川北６ー,,,180,名詞,一般,*,*,*,*,川北６ー,カワキタロクジョウ,川北六条
川北７ー,,,180,名詞,一般,*,*,*,*,川北７ー,カワキタナナジョウ,川北七条
川北８ー,,,180,名詞,一般,*,*,*,*,川北８ー,カワキタハチジョウ,川北八条
川北９ー,,,180,名詞,一般,*,*,*,*,川北９ー,カワキタクジョウ,川北九条
川北１０ー,,,180,名詞,一般,*,*,*,*,川北１０ー,カワキタジュウジョウ,川北十条
川北１１ー,,,180,名詞,一般,*,*,*,*,川北１１ー,カワキタジュウイチジョウ,川北十一条
川北１２ー,,,180,名詞,一般,*,*,*,*,川北１２ー,カワキタジュウニジョウ,川北十二条
川北１３ー,,,180,名詞,一般,*,*,*,*,川北１３ー,カワキタジュウサンジョウ,川北十三条
川北１４ー,,,180,名詞,一般,*,*,*,*,川北１４ー,カワキタジュウシジョウ,川北十四条
川北１５ー,,,180,名詞,一般,*,*,*,*,川北１５ー,カワキタジュウゴジョウ,川北十五条
川北１６ー,,,180,名詞,一般,*,*,*,*,川北１６ー,カワキタジュウロクジョウ,川北十六条
川北１７ー,,,180,名詞,一般,*,*,*,*,川北１７ー,カワキタジュウナナジョウ,川北十七条
川北１８ー,,,180,名詞,一般,*,*,*,*,川北１８ー,カワキタジュウハチジョウ,川北十八条
川北１９ー,,,180,名詞,一般,*,*,*,*,川北１９ー,カワキタジュウクジョウ,川北十九条
川北２０ー,,,180,名詞,一般,*,*,*,*,川北２０ー,カワキタニジュウジョウ,川北二十条
川沿１ー,,,180,名詞,一般,*,*,*,*,川沿１ー,カワゾエイチジョウ,川沿一条
川沿２ー,,,180,名詞,一般,*,*,*,*,川沿２ー,カワゾエニジョウ,川沿二条
